,condition_id,rep,project_id
test_GSE6426_MG1655_1,GSE6426_MG1655,1,ref_GSE6426_MG1655
test_GSE53140_MG1655_control_0,GSE53140_MG1655_control,0,ref_GSE53140_MG1655_control
test_GSE25561_hG-CSF_42C_OD4_0,GSE25561_hG-CSF_42C_OD4,0,ref_GSE25561_WT_37C_OD4
test_GSE6836_mazF_0.025_0,GSE6836_mazF_0.025,0,ref_GSE6836_luc_0.025
test_GSE7265_RpoS_tp6_0,GSE7265_RpoS_tp6,0,ref_GSE7265_wt_tp1
test_GSE35371_tr_pwl_int_8min_0,GSE35371_tr_pwl_int_8min,0,ref_GSE35371_sham_8min
test_GSE2140_tet_inducible_sig32_t5_0,GSE2140_tet_inducible_sig32_t5,0,ref_GSE2140_tet_inducible_sig32_t0
test_GSE5177_cueO_1,GSE5177_cueO,1,ref_GSE5177_wt
test_GSE10345_Coli-MDS42_bicyclomycin_del nusG_1,GSE10345_Coli-MDS42_bicyclomycin_del nusG,1,ref_GSE10345_Coli-MDS42
test_GSE21551_MG1655_ycaO_0,GSE21551_MG1655_ycaO,0,ref_GSE21551_MG1655
test_GSE4394_wt_rif_1.5min_0,GSE4394_wt_rif_1.5min,0,ref_GSE4394_wtK10
test_GSE3250_ppsA_acetateShift_30min_1,GSE3250_ppsA_acetateShift_30min,1,ref_GSE3250_ppsA
test_GSE6836_recA_0.025_1,GSE6836_recA_0.025,1,ref_GSE6836_luc_0.025
test_GSE7265_RpoS_tp9_0,GSE7265_RpoS_tp9,0,ref_GSE7265_wt_tp1
test_GSE6836_bcp_0.075_2,GSE6836_bcp_0.075,2,ref_GSE6836_luc_0.075
test_GSE15406_wt_graL_short_1,GSE15406_wt_graL_short,1,ref_GSE15406_wt_ctrl
test_GSE33147_lac3_day20_0,GSE33147_lac3_day20,0,ref_GSE33147_wt_lac
test_E-MEXP-1166_DH10B_evoGluc_gal_0,E-MEXP-1166_DH10B_evoGluc_gal,0,ref_E-MEXP-1166_DH10B_gal
test_GSE35371_tr_sin_con_15h_0,GSE35371_tr_sin_con_15h,0,ref_GSE35371_sham_15h
test_GSE58976_exp_synh_wo_lt_t6_0,GSE58976_exp_synh_wo_lt_t6,0,ref_GSE58976_exp_synh_wo_lt_t2
test_GSE6781_pGIT1_NO2_0,GSE6781_pGIT1_NO2,0,ref_GSE6781_pGIT8
test_GSE14796_WT_infusion_1,GSE14796_WT_infusion,1,ref_GSE14796_WT_infusion
test_GSE13444_arcA_Isobutanol_10min_6,GSE13444_arcA_Isobutanol_10min,6,ref_GSE13444_arcA_Isobutanol_0%
test_GSE40557_58_f3_3,GSE40557_58_f3,3,ref_GSE40557_ctrl
test_GSE17584_mt_+glu_3,GSE17584_mt_+glu,3,ref_GSE17584_WT_-glu
test_GSE1730_LB_gyrAD82G_7,GSE1730_LB_gyrAD82G,7,ref_GSE1730_LB_wt
test_GSE40313_hha_1,GSE40313_hha,1,ref_GSE40313
test_GSE4394_eno_1,GSE4394_eno,1,ref_GSE4394_wtK10
test_GSE47732_cat_uninduced_0_0,GSE47732_cat_uninduced_0,0,ref_GSE47732_cat_uninduced_0
test_GSE4321_rpoH_20min_1,GSE4321_rpoH_20min,1,ref_GSE4321_wt_20min
test_GSE56133_MG1655_Wildtype_Ampicillin_0,GSE56133_MG1655_Wildtype_Ampicillin,0,ref_GSE56133_MG1655_Wildtype_untreated
test_E-MEXP-953_T48_MG1655_Biofilm_biofilm_F_lambda_ilvG_rfb_50_rph_1_0,E-MEXP-953_T48_MG1655_Biofilm_biofilm_F_lambda_ilvG_rfb_50_rph_1,0,ref_E-MEXP-953_T10_K12_Exponiential_planktonic_F+Lampda+
test_GSE6425_UTI89_aerobic_19.5_1,GSE6425_UTI89_aerobic_19.5,1,ref_GSE6425_MG1655_aerobic_2.5
test_GSE7265_RelA_tp8_1,GSE7265_RelA_tp8,1,ref_GSE7265_wt_tp1
test_GSE17276_consortium_0,GSE17276_consortium,0,ref_GSE17276_ancestor_JA122
test_GSE33147_glyc2_day20_1,GSE33147_glyc2_day20,1,ref_GSE33147_wt_glyc
test_GSE6836_bcp_0.075_0,GSE6836_bcp_0.075,0,ref_GSE6836_luc_0.075
test_GSE57084_MG1655_0.25µg/ml_tetracycline_2,GSE57084_MG1655_0.25µg/ml_tetracycline,2,ref_GSE57084_MG1655
test_GSE6836_t24_nor_0,GSE6836_t24_nor,0,ref_GSE6836_t0
test_GSE8540_dpp_GSNO100_5min_1,GSE8540_dpp_GSNO100_5min,1,ref_GSE8540_dpp
test_GSE6836_yoeB_0.075_0,GSE6836_yoeB_0.075,0,ref_GSE6836_luc_0.075
test_GSE12877_CO-RM_aerobic_1,GSE12877_CO-RM_aerobic,1,ref_GSE12877_unexposed_aerobic
test_GSE51611_osmotolerant_G2_0,GSE51611_osmotolerant_G2,0,ref_GSE51611_unevolved_parent
test_GSE4394_RNaseE_N_rif_4.5min_0,GSE4394_RNaseE_N_rif_4.5min,0,ref_GSE4394_RNaseE_N
test_GSE4941_untreated_4,GSE4941_untreated,4,ref_GSE4941_untreated
test_GSE6425_UTI89_anaerobic_6_0,GSE6425_UTI89_anaerobic_6,0,ref_GSE6425_MG1655_aerobic_2.5
test_GSE8540_metJ_GSNO500_5min_4,GSE8540_metJ_GSNO500_5min,4,ref_GSE8540_metJ
test_GSE29424_EZglu_BTE_stat_2,GSE29424_EZglu_BTE_stat,2,ref_GSE29424_EZglu_BTE-H204A_exp
test_GSE3437_rpoE_5min_3,GSE3437_rpoE_5min,3,ref_GSE3437_wt_5min
test_GSE26187_Zn_7min_2,GSE26187_Zn_7min,2,ref_GSE26187_ctrl
test_GSE3283_Irp_leucine_1,GSE3283_Irp_leucine,1,test_GSE3283_Irp
test_GSE6836_recA_del_1.00_1,GSE6836_recA_del_1.00,1,ref_GSE6836_wt_1.00
test_GSE17519_0.5%Sodium benzoate_60min_1,GSE17519_0.5%Sodium benzoate_60min,1,ref_GSE17519_0%Sodium benzoate_60min
test_GSE7398_fis_90_2,GSE7398_fis_90,2,ref_GSE7398_wt_90
test_GSE40557_58_f2_4,GSE40557_58_f2,4,ref_GSE40557_ctrl
test_GSE6425_UTI89_anaerobic_3_1,GSE6425_UTI89_anaerobic_3,1,ref_GSE6425_MG1655_aerobic_2.5
test_GSE7265_RelA_tp5_2,GSE7265_RelA_tp5,2,ref_GSE7265_wt_tp1
test_GSE13444_WT_Butanol_10min_6,GSE13444_WT_Butanol_10min,6,ref_GSE13444_WT_Butanol_0%
test_GSE17465_IrrE_t1_2,GSE17465_IrrE_t1,2,ref_GSE17465_t0
test_GSE34023_t75_ctrl_dleuo_3,GSE34023_t75_ctrl_dleuo,3,ref_GSE34023_t75_ctrl
test_GSE6836_sbcB_0.075_1,GSE6836_sbcB_0.075,1,ref_GSE6836_luc_0.075
test_GSE47732_cat_uninduced_0_1,GSE47732_cat_uninduced_0,1,ref_GSE47732_cat_uninduced_0
test_GSE4394_RNaseE_N_rif_4.5min_1,GSE4394_RNaseE_N_rif_4.5min,1,ref_GSE4394_RNaseE_N
test_GSE29424_EZgly_BTE_accDABC_exp_0,GSE29424_EZgly_BTE_accDABC_exp,0,ref_GSE29424_EZgly_BTE-H204A_exp
test_GSE8540_wt_GSNO500_5min_3,GSE8540_wt_GSNO500_5min,3,ref_GSE8540_wt
test_GSE17526_rpoS_Stat_Ethanol_2,GSE17526_rpoS_Stat_Ethanol,2,ref_GSE17526_Log
test_GSE4394_wt_rif_6min_0,GSE4394_wt_rif_6min,0,ref_GSE4394_wtSH3208
test_GSE45443_MOPSrich_glyc_sgrS_2,GSE45443_MOPSrich_glyc_sgrS,2,ref_GSE45443_MOPSrich_glyc
test_GSE10159_treated_cefsulodin60_5min_1,GSE10159_treated_cefsulodin60_5min,1,ref_GSE10159_untreated_5min
test_GSE30639_6.5KS_4,GSE30639_6.5KS,4,ref_GSE30639_Anc
test_GSE6444_rpoEinduced_IPTG_2,GSE6444_rpoEinduced_IPTG,2,ref_GSE6444_wt
test_GSE1121_aerobic_appY_0,GSE1121_aerobic_appY,0,ref_GSE1121_aerobic_wt
test_GSE4941_IAA_0,GSE4941_IAA,0,ref_GSE4941_untreated
test_GSE33147_wt_glyc_1,GSE33147_wt_glyc,1,ref_GSE33147_wt_glyc
test_GSE10307_fed-batch_0min_3,GSE10307_fed-batch_0min,3,ref_GSE10307_ctrl_batch
test_GSE57084_enrofloxacin_resistant_128µg/ml_enrofloxacin_1,GSE57084_enrofloxacin_resistant_128µg/ml_enrofloxacin,1,ref_GSE57084_MG1655
test_GSE6426_MG1655_3,GSE6426_MG1655,3,ref_GSE6426_MG1655
test_GSE7573_wt_MOPS_methionine_DeaNO_5min_1,GSE7573_wt_MOPS_methionine_DeaNO_5min,1,ref_GSE7573_wt_MOPS_methionine
test_GSE35371_tr_sin_int_15h_1,GSE35371_tr_sin_int_15h,1,ref_GSE35371_sham_15h
test_GSE13444_WT_None_1,GSE13444_WT_None,1,ref_GSE13444_WT_None
test_GSE3591_anaerobic_fnr_NO3_2,GSE3591_anaerobic_fnr_NO3,2,ref_GSE3591_aerobic_wt
test_GSE28795_dskA-_pB_ppGpp0_0,GSE28795_dskA-_pB_ppGpp0,0,ref_GSE28795_pGB2_ppGpp0
test_GSE33147_lacE_day60_0,GSE33147_lacE_day60,0,ref_GSE33147_wt_lac
test_GSE26187_Zn_7min_0,GSE26187_Zn_7min,0,ref_GSE26187_ctrl
test_GSE31140_control_20m_0,GSE31140_control_20m,0,ref_GSE31140_control_20m
test_E-MEXP-1166_DH10B_evoGluc_gal_1,E-MEXP-1166_DH10B_evoGluc_gal,1,ref_E-MEXP-1166_DH10B_gal
test_GSE59397_synh_exp_2,GSE59397_synh_exp,2,ref_GSE59397_synh_exp
test_GSE3250_ppsA_acetateShift_6h_0,GSE3250_ppsA_acetateShift_6h,0,ref_GSE3250_ppsA
test_GSE45443_MOPSrich_glyc_sgrS_0,GSE45443_MOPSrich_glyc_sgrS,0,ref_GSE45443_MOPSrich_glyc
test_GSE47732_cat_induced_40_1,GSE47732_cat_induced_40,1,ref_GSE47732_cat_uninduced_0
test_GSE1121_anaerobic_appY_0,GSE1121_anaerobic_appY,0,ref_GSE1121_aerobic_wt
test_GSE10307_fed-batch_120min_5,GSE10307_fed-batch_120min,5,ref_GSE10307_ctrl_batch
test_GSE30679_wt_1,GSE30679_wt,1,ref_GSE30679_wt
test_GSE17526_Stat_1,GSE17526_Stat,1,ref_GSE17526_Log
test_GSE58806_acsh_exp_3,GSE58806_acsh_exp,3,ref_GSE58806_acsh_exp
test_GSE3591_aerobic_fnr_1,GSE3591_aerobic_fnr,1,ref_GSE3591_aerobic_wt
test_GSE35392_control_0,GSE35392_control,0,ref_GSE35392_control
test_GSE29424_EZgly_BTE-H204A_stat_3,GSE29424_EZgly_BTE-H204A_stat,3,ref_GSE29424_EZgly_BTE-H204A_exp
test_GSE6425_MG1655_aerobic_5_1,GSE6425_MG1655_aerobic_5,1,ref_GSE6425_MG1655_aerobic_2.5
test_GSE29424_EZgly_BTE_accDABC_stat_5,GSE29424_EZgly_BTE_accDABC_stat,5,ref_GSE29424_EZgly_BTE-H204A_exp
test_GSE7656_43°C NaCl_1,GSE7656_43°C NaCl,1,ref_GSE7656_30°C
test_GSE17276_CV116_3,GSE17276_CV116,3,ref_GSE17276_ancestor_JA122
test_GSE13444_phoB_Isobutanol_10min_6,GSE13444_phoB_Isobutanol_10min,6,ref_GSE13444_phoB_Isobutanol_0%
test_GSE13444_WT_Butanol_10min_7,GSE13444_WT_Butanol_10min,7,ref_GSE13444_WT_Butanol_0%
test_GSE45443_MOPS_glyc_aMG_CV108_0,GSE45443_MOPS_glyc_aMG_CV108,0,ref_GSE45443_MOPSrich_glyc
test_GSE26187_Zn_2.5min_2,GSE26187_Zn_2.5min,2,ref_GSE26187_ctrl
test_GSE6836_uspA_0.075_2,GSE6836_uspA_0.075,2,ref_GSE6836_luc_0.075
test_GSE42205_control_t1_1,GSE42205_control_t1,1,ref_GSE42205_control_t1
test_GSE30005_p2_08_0,GSE30005_p2_08,0,ref_GSE30005_wt
test_GSE59397_acsh_stat_1,GSE59397_acsh_stat,1,ref_GSE59397_acsh_exp
test_GSE30005_p2_77_1,GSE30005_p2_77,1,ref_GSE30005_wt
test_E-MEXP-926_urine_biofilm_VR50_1,E-MEXP-926_urine_biofilm_VR50,1,ref_E-MEXP-926_MOPS_glucose_VR50
test_GSE6781_pGIT8_NO2_0,GSE6781_pGIT8_NO2,0,ref_GSE6781_pGIT8
test_GSE33147_lacC_day60_1,GSE33147_lacC_day60,1,ref_GSE33147_wt_lac
test_GSE58976_exp_synh_wo_t6_1,GSE58976_exp_synh_wo_t6,1,ref_GSE58976_exp_synh_wo_t3
test_GSE30005_pf2_12_1,GSE30005_pf2_12,1,ref_GSE30005_wt
test_GSE2999_mutS_GM5555_0,GSE2999_mutS_GM5555,0,ref_GSE2999_WT_AB1157
test_GSE6609_D1_aerobic_lon_0,GSE6609_D1_aerobic_lon,0,ref_GSE6609_D1_anaerobic
test_GSE15500_WT_1,GSE15500_WT,1,ref_GSE15500_WT
test_GSE47732_cat_uninduced_60_1,GSE47732_cat_uninduced_60,1,ref_GSE47732_cat_uninduced_0
test_GSE7265_RpoS_tp2_0,GSE7265_RpoS_tp2,0,ref_GSE7265_wt_tp1
test_GSE4344_M9_abundance_0,GSE4344_M9_abundance,0,ref_GSE4344_LB_abundance
test_GSE17420_rpoS_STAT_2,GSE17420_rpoS_STAT,2,ref_GSE17420_WT_STAT
test_GSE7265_WT_tp16_1,GSE7265_WT_tp16,1,ref_GSE7265_WT_ref
test_GSE6836_t0_lacz_MG1063_1,GSE6836_t0_lacz_MG1063,1,ref_GSE6836_t0_lacz
test_GSE17276_CV101_5,GSE17276_CV101,5,ref_GSE17276_ancestor_JA122
test_GSE6712_benzalkonium_chloride_4,GSE6712_benzalkonium_chloride,4,ref_GSE6712_control
test_GSE30679_wt_0,GSE30679_wt,0,ref_GSE30679_wt
test_GSE21869_PaeR7IR-M-_1,GSE21869_PaeR7IR-M-,1,ref_GSE21869_PaeR7IR-M-
test_GSE3437_rpoE_5min_2,GSE3437_rpoE_5min,2,ref_GSE3437_wt_5min
test_GSE40313_ydgT_1,GSE40313_ydgT,1,ref_GSE40313
test_GSE45443_MOPSrich_glyc_sgrS_1,GSE45443_MOPSrich_glyc_sgrS,1,ref_GSE45443_MOPSrich_glyc
test_GSE12797_Expon rpoS_0,GSE12797_Expon rpoS,0,ref_GSE12797_Expon WT
test_GSE35371_tr_pwl_int_15h_0,GSE35371_tr_pwl_int_15h,0,ref_GSE35371_sham_15h
test_GSE5239_BL21pOri2_mu0.29_0,GSE5239_BL21pOri2_mu0.29,0,ref_GSE5239_BL21_mu0.46
test_GSE17465_IrrE_t1_0,GSE17465_IrrE_t1,0,ref_GSE17465_t0
test_GSE3250_ppsA_acetateShift_2h_3,GSE3250_ppsA_acetateShift_2h,3,ref_GSE3250_ppsA
test_E-MEXP-1166_MG1655_evoGluc_gal_2,E-MEXP-1166_MG1655_evoGluc_gal,2,ref_E-MEXP-1166_MG1655_gal
test_GSE6836_cpxR_0.075_2,GSE6836_cpxR_0.075,2,ref_GSE6836_luc_0.075
test_GSE58977_exp_synh_t6_0,GSE58977_exp_synh_t6,0,ref_GSE58977_exp_synh_t3
test_GSE7885_rpoS_exp_0,GSE7885_rpoS_exp,0,ref_GSE7885_WT_biofilm
test_GSE2999_dam_mutS_GM5556_0,GSE2999_dam_mutS_GM5556,0,ref_GSE2999_WT_AB1157
test_GSE29076_EDL933_nsrR_mutant_0,GSE29076_EDL933_nsrR_mutant,0,ref_GSE29076_EDL933_wild_type
test_GSE7573_norR_MOPS_DeaNO_5min_2,GSE7573_norR_MOPS_DeaNO_5min,2,ref_GSE7573_norR_MOPS
test_GSE34023_t75_leuo_0,GSE34023_t75_leuo,0,ref_GSE34023_t75_ctrl
test_GSE6836_cpxR_0.075_0,GSE6836_cpxR_0.075,0,ref_GSE6836_luc_0.075
test_GSE4394_eno_0,GSE4394_eno,0,ref_GSE4394_wtK10
test_GSE13444_phoB_Isobutanol_10min_5,GSE13444_phoB_Isobutanol_10min,5,ref_GSE13444_phoB_Isobutanol_0%
test_GSE4344_M9_6min_rif_1,GSE4344_M9_6min_rif,1,ref_GSE4344_M9
test_GSE61736_minimalN_0,GSE61736_minimalN,0,ref_GSE61736_ctrl
test_GSE4394_wt_rif_6min_3,GSE4394_wt_rif_6min,3,ref_GSE4394_wtN3433
test_GSE6712_control_0,GSE6712_control,0,ref_GSE6712_control
test_GSE17276_CV103_7,GSE17276_CV103,7,ref_GSE17276_ancestor_JA122
test_GSE6836_crcB_0.075_1,GSE6836_crcB_0.075,1,ref_GSE6836_luc_0.075
test_GSE13444_phoB_Isobutanol_10min_3,GSE13444_phoB_Isobutanol_10min,3,ref_GSE13444_phoB_Isobutanol_0%
test_GSE59408_MDS42_Cefaperazone_resistant_3,GSE59408_MDS42_Cefaperazone_resistant,3,ref_GSE59408_MDS42_Parent_strain
test_GSE23578_BW25113_Treated_100µM_KCN_0,GSE23578_BW25113_Treated_100µM_KCN,0,ref_GSE23578_BW25113_Untreated_wild_type
test_GSE4394_rhlB_rif_6min_2,GSE4394_rhlB_rif_6min,2,ref_GSE4394_rhlB
test_GSE59408_MDS42_Cefaperazone_resistant_2,GSE59408_MDS42_Cefaperazone_resistant,2,ref_GSE59408_MDS42_Parent_strain
test_GSE35371_sham_2.5h_2,GSE35371_sham_2.5h,2,ref_GSE35371_sham_2.5h
test_GSE3250_wt_acetateShift_6h_2,GSE3250_wt_acetateShift_6h,2,ref_GSE3250_wt
test_GSE20326_control_1,GSE20326_control,1,ref_GSE20326_control
test_GSE17276_CV115_2,GSE17276_CV115,2,ref_GSE17276_ancestor_JA122
test_GSE33147_glycA_day20_1,GSE33147_glycA_day20,1,ref_GSE33147_wt_glyc
test_GSE4778_t10_ph5.5_4,GSE4778_t10_ph5.5,4,ref_GSE4778_t0_ph7.6
test_GSE6836_t60_1,GSE6836_t60,1,ref_GSE6836_t0
test_GSE1780_2mMCopper_1,GSE1780_2mMCopper,1,ref_GSE1780_0mMCopper
test_GSE55972_NP_TiO2_5h_1,GSE55972_NP_TiO2_5h,1,ref_GSE55972_control_5h
test_GSE58806_synh_lt_exp_2,GSE58806_synh_lt_exp,2,ref_GSE58806_synh_lt_exp
test_GSE45443_MOPS_glyc_5,GSE45443_MOPS_glyc,5,ref_GSE45443_MOPSrich_glyc
test_GSE7265_RpoS_tp4_0,GSE7265_RpoS_tp4,0,ref_GSE7265_wt_tp1
test_GSE3591_anaerobic_wt_NO3_1,GSE3591_anaerobic_wt_NO3,1,ref_GSE3591_aerobic_wt
test_GSE59408_MDS42_Azithromycin_resistant_0,GSE59408_MDS42_Azithromycin_resistant,0,ref_GSE59408_MDS42_Parent_strain
test_GSE1780_0mMCopper_1,GSE1780_0mMCopper,1,ref_GSE1780_0mMCopper
test_GSE3665_mut2_0g/l_etOH_0,GSE3665_mut2_0g/l_etOH,0,ref_GSE3665_wt
test_GSE59397_acsh_exp_2,GSE59397_acsh_exp,2,ref_GSE59397_acsh_exp
test_GSE53138_DH1_pMevT(C159A)_pMevB_pC9b_0.2%_isopentenol_1,GSE53138_DH1_pMevT(C159A)_pMevB_pC9b_0.2%_isopentenol,1,ref_GSE53138_DH1_pMevT(C159A)_pMevB_pC9b_control
test_GSE7265_WT_tp14_1,GSE7265_WT_tp14,1,ref_GSE7265_WT_ref
test_GSE33147_glycB_day44_1,GSE33147_glycB_day44,1,ref_GSE33147_wt_glyc
test_GSE32561_MlfabH_1,GSE32561_MlfabH,1,ref_GSE32561_wt
test_GSE4321_rpoH_5min_1,GSE4321_rpoH_5min,1,ref_GSE4321_wt_5min
test_GSE56133_MG1655_Fur_KO_Gentamicin_0,GSE56133_MG1655_Fur_KO_Gentamicin,0,ref_GSE56133_MG1655_Wildtype_untreated
test_GSE4321_rpoH_10min_0,GSE4321_rpoH_10min,0,ref_GSE4321_wt_10min
test_GSE6425_MG1655_anaerobic_2.5_0,GSE6425_MG1655_anaerobic_2.5,0,ref_GSE6425_MG1655_aerobic_2.5
test_GSE7656_30°C NaCl GB_0,GSE7656_30°C NaCl GB,0,ref_GSE7656_30°C
test_GSE17526_rpoS_Log_Ethanol_0,GSE17526_rpoS_Log_Ethanol,0,ref_GSE17526_Log
test_GSE17526_Log_Ethanol_0,GSE17526_Log_Ethanol,0,ref_GSE17526_Log
test_GSE35371_tr_sin_con_2.5h_2,GSE35371_tr_sin_con_2.5h,2,ref_GSE35371_sham_2.5h
test_GSE7265_RpoS_tp5_2,GSE7265_RpoS_tp5,2,ref_GSE7265_wt_tp1
test_GSE19370_MG1655_300µM_hydrogen_peroxide_5_min_0,GSE19370_MG1655_300µM_hydrogen_peroxide_5_min,0,ref_GSE19370_MG1655_Absence_hydrogen_peroxide
test_GSE17465_IrrE_t2_1,GSE17465_IrrE_t2,1,ref_GSE17465_t0
test_GSE58977_exp_synh_aa_t6_0,GSE58977_exp_synh_aa_t6,0,ref_GSE58977_exp_synh_aa_t4
test_GSE2928_dam_1,GSE2928_dam,1,test_GSE2928_wt
test_GSE14238_Pen_3,GSE14238_Pen,3,ref_GSE14238_MinMedia
test_GSE54512_3.5%NaCl_1,GSE54512_3.5%NaCl,1,ref_GSE54512_2%NaCl
test_GSE1121_aerobic_arcA_2,GSE1121_aerobic_arcA,2,ref_GSE1121_aerobic_wt
test_GSE14238_MinMedia_1,GSE14238_MinMedia,1,ref_GSE14238_MinMedia
test_GSE56133_MG1655_Wildtype_untreated_1,GSE56133_MG1655_Wildtype_untreated,1,ref_GSE56133_MG1655_Wildtype_untreated
test_GSE58806_synh_exp_3,GSE58806_synh_exp,3,ref_GSE58806_synh_exp
test_GSE4394_eno_rif_1.5min_0,GSE4394_eno_rif_1.5min,0,ref_GSE4394_eno
test_GSE4394_rhlB_rif_3min_1,GSE4394_rhlB_rif_3min,1,ref_GSE4394_rhlB
test_GSE23578_BW25113_Treated_100µM_KCN_6,GSE23578_BW25113_Treated_100µM_KCN,6,ref_GSE23578_BW25113_Untreated_wild_type
test_GSE40648_ctrl_0,GSE40648_ctrl,0,ref_GSE40648_ctrl
test_GSE47732_vp1_induced_5_0,GSE47732_vp1_induced_5,0,ref_GSE47732_vp1_uninduced_0
test_GSE59397_synh_lt_exp_4,GSE59397_synh_lt_exp,4,ref_GSE59397_synh_lt_exp
test_GSE10158_mecillinam0.03_10min_1,GSE10158_mecillinam0.03_10min,1,ref_GSE10158_untreated_0min
test_GSE26187_Zn_10min_4,GSE26187_Zn_10min,4,ref_GSE26187_ctrl
test_GSE33147_lac2_day60_1,GSE33147_lac2_day60,1,ref_GSE33147_wt_lac
test_GSE35371_sham_8min_1,GSE35371_sham_8min,1,ref_GSE35371_sham_8min
test_GSE61736_UV_1,GSE61736_UV,1,ref_GSE61736_ctrl
test_GSE7243_wt_0,GSE7243_wt,0,ref_GSE7243_wt
test_GSE17465_IrrE_t1_1,GSE17465_IrrE_t1,1,ref_GSE17465_t0
test_GSE34023_t75_ctrl_drcsb_3,GSE34023_t75_ctrl_drcsb,3,ref_GSE34023_t75_ctrl
test_E-MEXP-1001_art_mating_F_phenocopy_0,E-MEXP-1001_art_mating_F_phenocopy,0,ref_E-MEXP-1001_suspension_exp
test_GSE58806_acsh_exp_1,GSE58806_acsh_exp,1,ref_GSE58806_acsh_exp
test_GSE37026_MG1655_control_60min_1,GSE37026_MG1655_control_60min,1,ref_GSE37026_MG1655_control_30min
test_GSE51731_noEMIMCl_30min_1,GSE51731_noEMIMCl_30min,1,ref_GSE51731_noEMIMCl_30min
test_GSE10307_fed-batch_0min_2,GSE10307_fed-batch_0min,2,ref_GSE10307_ctrl_batch
test_GSE533_temperatureEvolved_line1_1,GSE533_temperatureEvolved_line1,1,ref_GSE533_ancestor
test_GSE8540_nsrR_GSNO500_5min_3,GSE8540_nsrR_GSNO500_5min,3,ref_GSE8540_nsrR
test_E-MEXP-584_pat2_0,E-MEXP-584_pat2,0,ref_E-MEXP-584_MOPS
test_GSE44211_pgrp_1,GSE44211_pgrp,1,ref_GSE44211_ctrl
test_GSE59408_MDS42_Enoxacin_resistant_3,GSE59408_MDS42_Enoxacin_resistant,3,ref_GSE59408_MDS42_Parent_strain
test_GSE24875_ctrl_1,GSE24875_ctrl,1,ref_GSE24875_ctrl
test_GSE56133_MG1655_Wildtype_Gentamicin_2,GSE56133_MG1655_Wildtype_Gentamicin,2,ref_GSE56133_MG1655_Wildtype_untreated
test_GSE4394_RNaseE_N_rif_1.5min_1,GSE4394_RNaseE_N_rif_1.5min,1,ref_GSE4394_RNaseE_N
test_GSE13444_WT_Ethanol_10min_3,GSE13444_WT_Ethanol_10min,3,ref_GSE13444_WT_Ethanol_0%
test_GSE10158_cefsulodin10_10min_0,GSE10158_cefsulodin10_10min,0,ref_GSE10158_untreated_0min
test_GSE6609_D3_anaerobic_lon_0,GSE6609_D3_anaerobic_lon,0,ref_GSE6609_D1_anaerobic
test_GSE11894_MG1655_Abscence_zinc_4,GSE11894_MG1655_Abscence_zinc,4,ref_GSE11894_MG1655_Adequate_zinc
test_GSE2999_dam_mutant_GM3819_treated_0,GSE2999_dam_mutant_GM3819_treated,0,ref_GSE2999_WT_AB1157
test_GSE8965_SA_tp2_1,GSE8965_SA_tp2,1,test_GSE8965_A_tp2
test_GSE10159_untreated_10min_2,GSE10159_untreated_10min,2,ref_GSE10159_untreated_5min
test_GSE35371_neg_leftch_0,GSE35371_neg_leftch,0,ref_GSE35371_neg_leftch
test_GSE6836_ldrA_0.075_0,GSE6836_ldrA_0.075,0,ref_GSE6836_luc_0.075
test_GSE58976_exp_synh_t6_0,GSE58976_exp_synh_t6,0,ref_GSE58976_exp_synh_t4
test_GSE7326_R-M+_0h_1,GSE7326_R-M+_0h,1,ref_GSE7326_controlpHSG415_0h
test_GSE10159_treated_cefsulodin60_5min_0,GSE10159_treated_cefsulodin60_5min,0,ref_GSE10159_untreated_5min
test_GSE7885_WT_biofilm_1,GSE7885_WT_biofilm,1,ref_GSE7885_WT_biofilm
test_GSE33147_glycD_day20_0,GSE33147_glycD_day20,0,ref_GSE33147_wt_glyc
test_GSE15500_evoGlyc_del27_2,GSE15500_evoGlyc_del27,2,ref_GSE15500_WT
test_GSE6836_menC_0.075_1,GSE6836_menC_0.075,1,ref_GSE6836_luc_0.075
test_GSE7398_wt_90_0,GSE7398_wt_90,0,ref_GSE7398_wt_90
test_E-TABM-103_t7.8_0,E-TABM-103_t7.8,0,ref_E-TABM-103_t3.1
test_GSE7265_RelA_tp4_2,GSE7265_RelA_tp4,2,ref_GSE7265_wt_tp1
test_GSE15500_evoGlyc_eBOP42_2,GSE15500_evoGlyc_eBOP42,2,ref_GSE15500_WT
test_GSE6836_holD_0.075_1,GSE6836_holD_0.075,1,ref_GSE6836_luc_0.075
test_GSE17276_CV101_1,GSE17276_CV101,1,ref_GSE17276_ancestor_JA122
test_GSE29424_EZglu_BTE_exp_2,GSE29424_EZglu_BTE_exp,2,ref_GSE29424_EZglu_BTE-H204A_exp
test_GSE28795_pA_ppGpp0_0,GSE28795_pA_ppGpp0,0,ref_GSE28795_pGB2_ppGpp0
test_GSE15406_ppGpp0_graL_short_0,GSE15406_ppGpp0_graL_short,0,ref_GSE15406_ppGpp0_ctrl
test_GSE35049_GLBRCE1_anaer_ACSH_stat_4,GSE35049_GLBRCE1_anaer_ACSH_stat,4,ref_GSE35049_GLBRCE1_anaer_ACSH_exp
test_GSE42205_ethanol_20%_t2_1,GSE42205_ethanol_20%_t2,1,ref_GSE42205_ethanol_20%_t1
test_GSE6836_fis_0.075_1,GSE6836_fis_0.075,1,ref_GSE6836_luc_0.075
